id,rotulo,direccion,municipio,provincia,lat,lon,horario,venta
13165,G CANTALEJO,"CALLE CTRA. ARANDA, 4",Cantalejo,SEGOVIA,41.264000,-3.928306,L-D: 24H,P
13166,BALLENOIL,"CALLE CONSTITUCION, 81",Fuenlabrada,MADRID,40.280417,-3.779333,L-D: 24H,P
13167,BALLENOIL,"CAMINO POZO DEL TIO RAIMUNDO, 6",Madrid,MADRID,40.373306,-3.649611,L-D: 24H,P
13168,CEPSA,"CARRETERA BA 105 KM. 0,55",Orellana la Vieja,BADAJOZ,39.017139,-5.539556,L: 08:00-20:00,P
13170,BP,"AVENIDA DE CARTAGENA ESQ. CAMINO TORRENUEVA, S/N",Línea de la Concepción (La),CÁDIZ,36.176833,-5.338889,L-D: 06:30-22:30,P
13171,COMBUSTIBLES Y LAVADO LOS PALACIOS,"BULEVAR SIGLO XXI, 71",Palacios y Villafranca (Los),SEVILLA,37.166528,-5.938111,L-D: 24H,P
13172,BALLENOIL,"CALLE SAN ROQUE, 54",Tomares,SEVILLA,37.378083,-6.029306,L-D: 24H,P
13173,CERVIA OIL,"CAMI FONTANALS, S/N",Cervià de Ter,GIRONA,42.066611,2.917833,L-D: 06:00-23:00,P
13174,COOP LA VIÑA,"CALLE BARRANCO, S/N",Font de la Figuera (la),VALENCIA / VALÈNCIA,38.809417,-0.883778,L-D: 24H,P
13176,PETROL STATION,"CALLE HERNAN CORTES, 84",Jaraíz de la Vera,CÁCERES,40.059528,-5.747278,L-D: 24H,P
13177,RASPAOIL E.S.AGUILAS,"CARRETERA CARRETERA DE LORCA KM. 0,4",Águilas,MURCIA,37.411111,-1.593667,L-D: 06:00-22:00,P
13178,VEDICAR,"CALLE EL MULADAR, 8",Cehegín,MURCIA,38.096583,-1.782556,L-V: 07:00-22:00; S: 08:00-14:00,P
13179,BALLENOIL,"CALLE ACEQUIA FAVARA, 5",Paiporta,VALENCIA / VALÈNCIA,39.434750,-0.406139,L-D: 24H,P
13180,HEMEGAS,"AVENIDA ARCOS, 55",Villamartín,CÁDIZ,36.855639,-5.655056,L-D: 24H,P
13181,PETROEIGHT,"CALLE TERRA ALTA, 47",Castellar del Vallès,BARCELONA,41.598361,2.085722,L-D: 24H,P
13183,MAZANA,CARRETERA BINACED  (REGIONAL A-140) KM. 1,Binéfar,HUESCA,41.842139,0.284778,L-V: 07:00-21:00,P
13184,AUTONET&OIL,"CALLE GREMI CIRUGIANS I BARBERS, 11",Palma de Mallorca,BALEARS (ILLES),39.600639,2.658250,L-D: 24H,P
13185,PLENERGY,"AVENIDA DE JEREZ, 27",Sevilla,SEVILLA,37.335389,-5.969000,L-D: 24H,P
13188,DIESELPRIX,"CALLE CARRETERA DE VILCHES, 107",Úbeda,JAÉN,38.026917,-3.369639,L-D: 24H,P
13189,REPSOL,"RONDA LOS OLIVARES, S/N",Jaén,JAÉN,37.793139,-3.791333,L-D: 06:00-22:00,P
13190,EXOIL,"CALLE COURE DEL  EN  TORREFORTA, 9",Tarragona,TARRAGONA,41.140583,1.226167,L-D: 24H,P
13191,U.S. CALDES - GAS-OILS ROVIRA-,"AVENIDA PI I MARGALL, 171",Caldes de Montbui,BARCELONA,41.625056,2.170944,L-D: 24H,P
13192,COMBUSELLA,"CALLE BARRANC DEL MARX, 4",Pedreguer,ALICANTE,38.798667,0.040333,L-D: 24H,P
13193,EGEA HUESCAR,"POLIGONO PARCELA 56, 56",Huéscar,GRANADA,37.809917,-2.530611,L-D: 24H,P
13194,E.S. ATENAS,"AVENIDA ATENAS DE, 129",Lebrija,SEVILLA,36.911000,-6.080528,L-D: 06:30-22:30,P
13195,GEDS,"CALLE GUADALHORCE, 4",Ronda,MÁLAGA,36.750861,-5.159083,L-D: 24H,P
13199,REPSOL,"CALLE CLARA DEL REY, 45",Madrid,MADRID,40.443444,-3.669361,L-V: 07:00-22:00; S: 08:00-15:00,P
13201,PCAN,"AVENIDA MODESTO HERNANDEZ GONZALEZ, 7",San Miguel de Abona,SANTA CRUZ DE TENERIFE,28.049472,-16.611694,L-D: 24H,P
13202,REPSOL,"AVENIDA CORTS VALENCIANES DE LES, 57",Valencia,VALENCIA / VALÈNCIA,39.494611,-0.403278,L-D: 24H,P
13203,ESCLATOIL,"AVENIDA JOSEP TARRADELLAS,DE, 2",Terrassa,BARCELONA,41.570083,2.004694,L-D: 24H,P
13204,SHELL,"CALLE DEL DOCTOR, SN",Huelva,HUELVA,37.279722,-6.930278,L-D: 24H,P
13205,CEPSA,AUTOVIA NORDESTE KM. 112,Algora,GUADALAJARA,40.957194,-2.664944,L-D: 24H,P
13206,UNIDAD DE SERVICIO,CARRETERA CABEZARRUBIAS KM. 1,Brazatortas,CIUDAD REAL,38.660056,-4.296500,L-D: 06:00-23:00,P
13207,PETROPRIX,CARRETERA MADRID CADIZ KM. 15,Jerez de la Frontera,CÁDIZ,36.708028,-6.114778,L-D: 24H,P
13208,MOEVE COMPLEJO LEO 24H,AUTOVIA A 66 KM. 730,Monesterio,BADAJOZ,38.028611,-6.220556,L-D: 24H,P
13209,BALLENOIL,"AVENIDA ROCES, N",Gijón,ASTURIAS,43.508861,-5.677944,L-D: 24H,P
13211,JAENCOOP,"CALLE MOLINOS, 18",Iznatoraf,JAÉN,38.155556,-3.033417,L-D: 24H,P
13212,OIL CITY,"CALLE RONDA DEL CALVARI, 73",Algemesí,VALENCIA / VALÈNCIA,39.199028,-0.434528,L-D: 24H,P
13214,SHELL,"AVENIDA BUENOS AIRES, SN",Collado Mediano,MADRID,40.686417,-4.015667,L-D: 06:00-00:00,P
13216,PETREM,"CALLE CORAL ROIG, S/N",Santa Llogaia d'Àlguema,GIRONA,42.231333,2.956083,L-D: 24H,P
13217,LOWCOSTFUEL,CARRETERA DE MATARO KM. 1,Badalona,BARCELONA,41.456944,2.261306,L-D: 24H,P
13218,NAFTE,"CALLE MIGUEL SERVET, 280",Zaragoza,ZARAGOZA,41.633222,-0.860917,L-D: 24H,P
13220,GRUPO TRANSLOGISTICA,"CALLE CARRETEROS, 1",Daimiel,CIUDAD REAL,39.074583,-3.591028,L-D: 24H,P
13221,E.S.STO.DOMINGO DE GUZMAN,"AVENIDA CONSTITUCION, S/N",Terrinches,CIUDAD REAL,38.608194,-2.840083,L-D: 24H,P
13222,ECONOIL,"CALLE JARDINERIA, 1",Jerez de la Frontera,CÁDIZ,36.679611,-6.152889,L-D: 24H,P
13223,IBESSA,"POLIGONO VALLE GUADALENTIN, S/N",Bullas,MURCIA,38.055972,-1.658250,L-D: 06:00-22:00,P
13224,CARREFOUR,"CALLE SAIN EXUPERY, S/N",Málaga,MÁLAGA,36.714889,-4.456556,L-D: 24H,P
13225,GLOBALTANK,"AVENIDA EUROPA D', 1",Vilamalla,GIRONA,42.231139,2.979778,L-D: 24H,P
13226,PLENERGY,"CALLE LOS TRIGALES, 47",Olivares,SEVILLA,37.422639,-6.146722,L-D: 24H,P
13227,BENCINAS MESTRETS,"CALLE CAMI DELS MESTRETS, 57",Castellón de la Plana/Castelló de la Plana,CASTELLÓN / CASTELLÓ,40.004750,-0.056333,L-D: 24H,P
13228,BP SIAM MALL,"AVENIDA SIAM  EN  COSTA ADEJE, 6",Adeje,SANTA CRUZ DE TENERIFE,28.069000,-16.722444,L-D: 24H,P
13229,PETROGAS,CARRETERA CM 412 KM. 273,Hellín,ALBACETE,38.532389,-1.694889,L-D: 06:30-22:00,P
13231,TECKMAR,"PARTIDA MADRIGUERES SUD, 25",Dénia,ALICANTE,38.837306,0.084556,L-D: 24H,P
13232,HIPER OIL,"CALLE RIO ARAGON, 1",Jaca,HUESCA,42.563667,-0.570222,L-D: 07:00-23:00,P
13233,NEW OIL MALAGA,"AVENIDA ORTEGA Y GASSET (MERCAMALAGA), 553",Málaga,MÁLAGA,36.705250,-4.526417,L-D: 24H,P
13235,BEROIL,"CALLEJA, CALLEJÓN HOSPITAL, 7",Cantalejo,SEGOVIA,41.264389,-3.929389,L-D: 24H,P
13236,BEROIL,CARRETERA MADRID IRUN KM. 243,Villagonzalo Pedernales,BURGOS,42.308861,-3.702722,L-D: 24H,P
13237,PLENERGY,"AVENIDA DE BOYEROS, 14",Rinconada (La),SEVILLA,37.489972,-5.946750,L-D: 24H,P
13238,BEROIL,"AVENIDA PORTUGAL, 82",Aranda de Duero,BURGOS,41.666444,-3.727861,L-D: 24H,P
13239,BEROIL,CARRETERA A 62 KM. 14,Buniel,BURGOS,42.300722,-3.835139,L-D: 24H,P
13242,SHELL,"CALLE CANAL, 4",Sierra de Yeguas,MÁLAGA,37.123500,-4.873083,L-D: 24H,P
13243,PGS,"CALLE VIA DE SERVICIO , PARCELA 2J, S/N",Vitigudino,SALAMANCA,41.008861,-6.422417,L-D: 24H,P
13245,COOPRADO,CARRETERA CIRCUNVALACION KM. S/N,Casar de Cáceres,CÁCERES,39.550472,-6.419111,L-D: 24H,P
13246,REPSOL,"AVINGUDA VIDRERES, 244",Lloret de Mar,GIRONA,41.709583,2.834833,L-D: 06:00-22:00,P
13247,REPSOL,"RONDA LA FARINERA, S/N",Mollet del Vallès,BARCELONA,41.538333,2.202500,L-D: 06:00-22:00,P
13248,PETROPRIX,"AVENIDA DE LA LIBERTAD, 7",Dos Hermanas,SEVILLA,37.290000,-5.933694,L-D: 24H,P
13249,PETROPRIX,"CALLE PARSI 7, 7",Sevilla,SEVILLA,37.374028,-5.920278,L-D: 24H,P
13250,GAIA,"POLIGONO ACCESO A CTRA. ESTACION FERROCARRIL, S/N",Zújar,GRANADA,37.533361,-2.833944,L-D: 07:00-22:00,P
13251,PETROPRIX,"AVENIDA JEREZ, 43",Sevilla,SEVILLA,37.327861,-5.967028,L-D: 24H,P
13252,BALLENOIL,"PASEO EUROPA, 22",San Sebastián de los Reyes,MADRID,40.545917,-3.622917,L-D: 24H,P
13253,COSTCO,"CALLE AGUSTIN DE BETANCOURT, 17",Getafe,MADRID,40.283111,-3.686667,L-D: 06:00-23:00,P
13254,BEROIL,CARRETERA N122 KM286 KM. 286,Fuentecén,BURGOS,41.626083,-3.878722,L-D: 24H,P
13255,PETROPRIX,"AVENIDA DE LA CANTUEÑA, 8",Fuenlabrada,MADRID,40.272000,-3.763833,L-D: 24H,P
13256,ESCLATOIL,"CALLE NOU, 264",Torelló,BARCELONA,42.039528,2.274861,L-D: 24H,P
13257,ES VILAMARINA CEPSA,CARRETERA VILA KM. 33,Viladecans,BARCELONA,41.311028,2.022639,L-D: 24H,P
13258,RS PETROL,"POLIGONO LOS PINOS, 13",Peñarroya-Pueblonuevo,CÓRDOBA,38.301722,-5.278306,L-D: 24H,P
13259,COMOSUREX,"POLIGONO EL ALCORNOCAL, CALLE LOS AGRICULTORES, 56",Monesterio,BADAJOZ,38.084278,-6.257639,L-D: 24H,P
13260,FULL & GO,"CALLE PARTIDA DE ZAMARRA, 13",Aldaia,VALENCIA / VALÈNCIA,39.463917,-0.440944,L-D: 24H,P
13261,BALLENOIL,"CALLE FRANKLIN, 1",Getafe,MADRID,40.302861,-3.695889,L-D: 24H,P
13262,BONAREA,"POLIGONO ELS DOLORS CL.SALLENT, 50",Manresa,BARCELONA,41.737278,1.841806,L-D: 24H,P
13263,GASOLEOS DAGANZO,"POLIGONO LOS FRAILES, 133",Daganzo de Arriba,MADRID,40.527694,-3.447667,L-V: 06:00-21:00; S-D: 07:00-21:00,P
13264,SERVICOOP,"CALLE TABERNES-CHIVA, 13",Guadassuar,VALENCIA / VALÈNCIA,39.180833,-0.476389,L-D: 24H,P
13265,PETROPLUS,"CALLE MADRID, 24",Luisiana (La),SEVILLA,37.530250,-5.240222,L-D: 24H,P
13266,NATURGY,"CALLE PIÑUECAR, 53",Madrid,MADRID,40.336056,-3.717944,L-D: 24H,P
13267,CARBURANTS LOW COST,"CALLE B, 35",Mercadal (Es),BALEARS (ILLES),39.987722,4.081806,L-D: 24H,P
13268,Q8 CASTELLAR,CARRETERA A-312 KM. 53,Castellar,JAÉN,38.260472,-3.136917,L-D: 24H,P
13269,NATURGY,"CALLE RIVAS, 14",Madrid,MADRID,40.398222,-3.588917,L-D: 24H,P
13270,NATURGY,"CALLE RAFAEL BOTI, 5",Madrid,MADRID,40.463583,-3.804389,L-D: 24H,P
13271,NATURGY,"AVENIDA EJE CENTRAL, 7",Madrid,MADRID,40.363889,-3.655667,L-D: 24H,P
13272,NATURGY,"CARRETERA SAN GINÉS A ERA ALTA, POLÍGONO 176, PARCELA 192 KM. S/N",Murcia,MURCIA,37.962333,-1.169667,L-D: 07:00-22:00,P
13273,NATURGY,"CALLE GADALAJARA-JALISCO, 9",Guadalajara,GUADALAJARA,40.655500,-3.185194,L-D: 24H,P
13274,NATURGY,"CALLE BOTANICA, 114",Hospitalet de Llobregat (L'),BARCELONA,41.349222,2.124472,L-D: 24H,P
13277,NATURGY,"CALLE DOCTOR AIGUADER, 50",Barcelona,BARCELONA,41.383556,2.189806,L-D: 24H,P
13278,STAR OIL ZAMORA,"AVENIDA CARDENAL CISNEROS, S/N",Zamora,ZAMORA,41.514278,-5.745417,L-D: 24H,P
13279,EUSKADILOWCOST,"BARRIO POL.IND. ISASI, 42",Gordexola,BIZKAIA,43.183694,-3.061972,L-D: 24H,P
13280,NATURGY,"AVENIDA FRANCISCO PI Y MARGALL, 5",Madrid,MADRID,40.485250,-3.633056,L-D: 24H,P
13281,NATURGY,"CALLE FRA JUNIPER SERRA, 59-75",Barcelona,BARCELONA,41.433444,2.202750,L-D: 24H,P
13282,NATURGY,"AVENIDA ANDALUCIA, 11",Sevilla,SEVILLA,37.386917,-5.946889,L-D: 24H,P
13286,PETROSTAR ENERGIA,"POLIGONO POLIGONO INDUSTRIAL LA BARCA, 1",Villanueva de la Serena,BADAJOZ,38.991361,-5.796028,L-D: 24H,P
13287,SECSA,"POLIGONO EL ANTOLIN, S/N",Peñarroya-Pueblonuevo,CÓRDOBA,38.294139,-5.246222,L-D: 24H,P
13288,GAS SOLIS,CARRETERA ARGAMASILLA DE ALBA-CINCO CASAS KM. 17,Alcázar de San Juan,CIUDAD REAL,39.168306,-3.231611,L-D: 07:00-23:00,P
13289,ALAMEDA EXPRESS,"CALLE FRANCISCO ARITIO, 140",Guadalajara,GUADALAJARA,40.627278,-3.197417,L-D: 24H,P
13290,BONAREA,AUTOVIA A-2 KM. 311,Zaragoza,ZARAGOZA,41.632583,-0.983889,L-D: 24H,P
13291,CARREFOUR,"CALLE VERSALLES, 23",Madrid,MADRID,40.416000,-3.619000,L-D: 24H,P
13292,OCÉANO,"AVENIDA LUCIO DIAZ FLORES FEO, MZ 27, FINCA 11B, S7N",San Miguel de Abona,SANTA CRUZ DE TENERIFE,28.056056,-16.614556,L-D: 24H,P
13293,HENERGY,CARRETERA CM4008A (UGENA-CARRANQUE) KM. 3,Ugena,TOLEDO,40.165417,-3.892306,L-D: 24H,P
13294,ENERGY CARBURANTES,"POLIGONO LLANOS DE ARMIJO, PARCELA, 4",Puerta de Segura (La),JAÉN,38.361472,-2.755833,L-D: 06:00-23:59,P
13295,NINGUNO,CARRETERA NAL. 232 KM. 333,Alfaro,RIOJA (LA),42.157861,-1.726000,L-D: 24H,P
13296,Q-H FUEL,"AVENIDA MARQUES DE LA VEGA DE ARMIJO, SN",Montilla,CÓRDOBA,37.586444,-4.631972,L-D: 24H,P
13298,AGLA - HNOS MARTIN,"CALLE CRUZ, 67",Sierra de Yeguas,MÁLAGA,37.123833,-4.872972,L-D: 24H,P
13299,BP GRAO GANDÍA,"AVENIDA DEL GRAU S/N, S/N",Gandia,VALENCIA / VALÈNCIA,38.984139,-0.164194,L: 24H,P
13300,GMOIL,"CALLE PRIMERA, S/N",Carbajosa de la Sagrada,SALAMANCA,40.942056,-5.652056,L-D: 24H,P
13301,BP CARTAGENA,"AVENIDA JUAN CARLOS I, 85",Cartagena,MURCIA,37.628861,-1.003167,L-D: 06:30-23:30,P
13302,SUPECO,"POLIGONO CERCA DEL PINO I, CTRA. BORMUJOS, S/N",Gines,SEVILLA,37.379639,-6.083028,L-D: 24H,P
13303,ESTACION SERVICIO NTRA SRA DE LA BLANCA,"CARRETERA PASARON ARROYOMOLINOS DE LA VERA KM. 1,5",Pasarón de la Vera,CÁCERES,40.043750,-5.830778,L-D: 24H,P
13304,CARREFOUR,CARRETERA NACIONAL II KM. 16,San Fernando de Henares,MADRID,40.449250,-3.527917,L-D: 08:00-22:00,P
13305,COOP BELLCAIRE,"CARRETERA CARRETERA COMARCAL C-53 KM. 137,3",Bellcaire d'Urgell,LLEIDA,41.761389,0.895139,L-D: 24H,P
13306,SHELL,"CALLE TRAFALGAR, 18",Guadalajara,GUADALAJARA,40.626778,-3.187556,L-D: 24H,P
13307,LOW COST 24H,"CALLE SAGRA, 3",Ondara,ALICANTE,38.817917,0.018500,L-D: 24H,P
13308,REPSOL,"AVENIDA JUAN CARLOS I, S/N",Alcalá de Henares,MADRID,40.481167,-3.400361,L-D: 24H,P
13313,PETROPRIX,"CALLE LICURGO, 2",Málaga,MÁLAGA,36.693556,-4.462361,L-D: 24H,P
13314,PETROPRIX,"CALLE BAHIA BLANCA, 31",Málaga,MÁLAGA,36.705306,-4.471667,L-D: 24H,P
13315,DISA LA PARDILLA,AUTOPISTA AUTOPOISTA GC-1 KM. 8,Telde,PALMAS (LAS),28.014444,-15.388611,L-S: 06:00-22:00; D: 08:00-20:00,P
13316,CEPSA A4 PINTO 365,"CALLE COTO DE DOÑANA, 1",Pinto,MADRID,40.264639,-3.692472,L-D: 24H,P
13318,HAM,"CALLE TREBALL, 1",Abrera,BARCELONA,41.514583,1.897944,L-D: 24H,P
13319,CARREFOUR,AUTOVIA DE LOS LIRIOS KM. 210,Mijas,MÁLAGA,36.544694,-4.634917,L-D: 24H,P
13320,SOLNER,"CALLE TELECOMUNICACIONES, 2",Alcorcón,MADRID,40.336083,-3.817278,L-D: 24H,P
13321,BONAREA,"CALLE ESTIU, 18,20",Badalona,BARCELONA,41.430306,2.227389,L-D: 24H,P
13322,BALLENOIL,"CAMINO AGUILA REAL, 22",Chiclana de la Frontera,CÁDIZ,36.393583,-6.169250,L-D: 24H,P
13323,BALLENOIL,"AVENIDA HUMANES, 171",Griñón,MADRID,40.228861,-3.842972,L-D: 24H,P
13325,PETROPRIX MIJAS,"CAMINO VIEJO DE COIN, 43",Mijas,MÁLAGA,36.539028,-4.636722,L-D: 24H,P
13326,HAM BIONET,"CALLE SOFRE, 5",Tarragona,TARRAGONA,41.138500,1.221806,L-V: 06:00-22:00; S: 07:00-15:00,P
13327,PLENERGY,"CALLE OCHO, 7",Albal,VALENCIA / VALÈNCIA,39.390417,-0.406389,L-D: 24H,P
13328,AGLA,"CALLE FINLANDIA, 62",Córdoba,CÓRDOBA,37.899167,-4.733750,L-D: 24H,P
13329,PLENERGY,CARRETERA VILLAVERDE A VALLECAS KM. 267,Madrid,MADRID,40.371417,-3.642306,L-D: 24H,P
13330,HAM IGUALADA,"AVENIDA EUROPA, 26",Igualada,BARCELONA,41.595833,1.632000,L-D: 24H,P
13331,SHELL,"CALLE CASERIA DEL REY, 18",Mollina,MÁLAGA,37.119833,-4.665139,L-D: 06:30-22:30,P
13332,HAM BILBAO,"CALLE REFRADIGAS, 1",Bilbao,BIZKAIA,43.349972,-3.072250,L-D: 24H,P
13333,HAM TORREMOCHA,"CARRETERA A2 KM. 117,4",Torremocha del Campo,GUADALAJARA,40.972278,-2.615972,L-D: 24H,P
13334,HAM TRES CANTOS,"CARRETERA M-607 KM. 17,7",Madrid,MADRID,40.562417,-3.710556,L-D: 24H,P
13344,SUMERGY -  GRUPO SERTRANIN,"POLIGONO FUENTE DE LOS ARRIEROS, 2",Minglanilla,CUENCA,39.531694,-1.564972,L-D: 24H,P
13347,OCTOPO,"AVENIDA BEJAR, 373",Terrassa,BARCELONA,41.580472,2.023139,L-D: 24H,P
13349,"GASOLEOS GETAFE, S.L.","CALLE PITAGORAS, 1",Getafe,MADRID,40.297694,-3.704889,L-V: 08:00-20:00; S: 10:00-13:00,P
13350,E.S TENTUDIA,"CALLE HERNANDO DE SOTO, 2",Calera de León,BADAJOZ,38.105306,-6.332639,L-D: 24H,P
13352,PREMIUM ENERGY CASTELLDEFELS,"AVINGUDA CONSTITUCION, 11",Castelldefels,BARCELONA,41.287389,1.989000,L-D: 24H,P
13353,ES TAXLAGUNA,"CAMINO DE LA VILLA, 175",San Cristóbal de La Laguna,SANTA CRUZ DE TENERIFE,28.483556,-16.336583,L-V: 06:30-22:00; S-D: 08:00-22:00,P
13354,GO UBRIQUE,"CALLE REPUJADORES, 2",Ubrique,CÁDIZ,36.659667,-5.452306,L-D: 24H,P
13356,BALLENOIL,"AVENIDA TRANVIA, 4",Alcorcón,MADRID,40.394667,-3.841722,L-D: 24H,P
13357,DISA BALOS,"CALLE ALMENDRO, 29",Agüimes,PALMAS (LAS),27.862944,-15.432750,L-D: 06:00-22:00,P
13358,BALLENOIL,"CALLE CIUTAT DE PAMPLONA, 40",Sueca,VALENCIA / VALÈNCIA,39.200472,-0.302139,L-D: 24H,P
13359,RAPIDFUEL,"AVENIDA DEL PUERTO, 36",Sagunto/Sagunt,VALENCIA / VALÈNCIA,39.654861,-0.226056,L-D: 24H,P
13360,E.LECLERC,CARRETERA ILLESCAS CRONISTA LA REINA KM. 40,Seseña,TOLEDO,40.105278,-3.663278,L-D: 24H,P
13361,REPSOL,"AUTOVIA A-22 KM. 62,000",Barbastro,HUESCA,42.026028,0.053222,L-D: 06:00-23:00,P
13362,REPSOL,"AUTOVIA A-7 KM. 293,000",Almenara,CASTELLÓN / CASTELLÓ,39.740389,-0.233333,L-D: 06:00-22:00,P
13363,PANDORA E ENERGY,"CARRER JOSEP CARNER, S/N",Vila-seca,TARRAGONA,41.107944,1.152417,L-D: 24H,P
13364,MOGUEROIL,"POLIGONO LOS ARROYOS, 59",Moguer,HUELVA,37.271000,-6.832028,L-D: 06:00-23:00,P
13367,BALLENOIL,"CALLE FUNDICION, 19",Rivas-Vaciamadrid,MADRID,40.353306,-3.542194,L-D: 24H,P
13368,CONFORT AUTO,"CALLE JUAN DE LA CIERVA, 15",Zaragoza,ZARAGOZA,41.667417,-0.859833,L-V: 06:00-22:00; S: 08:00-15:00,P
13369,GMOIL,"AVENIDA PRIMERA, S/N",Albacete,ALBACETE,39.022139,-1.882056,L-D: 24H,P
13370,MASOIL ALCOY,"CALLE ALICANTE, 62",Alcoy/Alcoi,ALICANTE,38.689083,-0.479694,L-D: 24H,P
13371,ASJILEIVA BNAMARGOSA,"CALLE CAMINO DE VELEZ, S/N",Benamargosa,MÁLAGA,36.832083,-4.193000,L-V: 07:00-21:00; S-D: 09:00-22:00,P
13372,BEROIL,"POLIGONO P. INDUSTRIAL BAYAS 146 PARCELAS 58, 146",Miranda de Ebro,BURGOS,42.696583,-2.915250,L-D: 24H,P
13374,GASOELECTRIC LOW COST,"CALLE ALMANZOR, 11",Fuenlabrada,MADRID,40.276528,-3.806722,L-D: 24H,P
13375,VALCARCE,AUTOVIA A-23 KM. 160,Villafranca del Campo,TERUEL,40.702417,-1.317556,L-D: 24H,P
13376,REPSOL,"AUTOVIA A-67 KM. 116,600",Aguilar de Campoo,PALENCIA,42.867250,-4.154528,L-D: 24H,P
13377,MOEVE,"AUTOVIA AUTOVIA GC-3 KM. 1,3",Palmas de Gran Canaria (Las),PALMAS (LAS),28.047944,-15.421111,L-D: 24H,P
13378,NATURGY,"AVENIDA PROGRÉS, 25-27",Viladecans,BARCELONA,41.318472,2.036139,L-D: 24H,P
13379,REPSOL SALAMANCA,"CALLE ANTONIO GAUDI, 1",Aldeatejada,SALAMANCA,40.942056,-5.680500,L-D: 24H,P
13381,MASOIL BENISA,"AVINGUDA EUROPA, 34",Benissa,ALICANTE,38.719222,0.060556,L-D: 24H,P
13382,EXOIL,"CALLE MERCURI, 15,17",Tarragona,TARRAGONA,41.141167,1.227028,L-D: 24H,P
13383,SHELL,"CALLE GENAL, 31",Ronda,MÁLAGA,36.752722,-5.155306,L-D: 24H,P
13384,RHR,"AVENIDA PINATAR, 20",San Javier,MURCIA,37.816917,-0.819000,L-D: 24H,P
13386,BALLENOIL,"AVENIDA DE LA INDUSTRIA, 25",Algaba (La),SEVILLA,37.463111,-6.002056,L-D: 24H,P
13387,COMBUSTIBLES HUERTA,CARRETERA CM 4051 POLIGONO 5 PARCELA 122 KM. 15,Huerta de Valdecarábanos,TOLEDO,39.868167,-3.607611,L-D: 24H,P
13389,PETROENCINA,"CALLE CARRETERA A GAMA - POLIGONO ""LA RONDINA"", PARCELA I-2",Urduña-Orduña,BIZKAIA,42.986694,-3.014944,L-D: 24H,P
13390,ARALAR,"AVENIDA JUAN PABLO II, 23",Pamplona/Iruña,NAVARRA,42.804028,-1.627861,L: 06:30-22:30; M-D: 06:30-14:29 y 14:30-22:30,P
13391,PETROPRIX,"AVENIDA AVD ILUSTRACION 2(1),AR TERCIARIO ADEMUZ, SN",Burjassot,VALENCIA / VALÈNCIA,39.501111,-0.412167,L-D: 24H,P
13392,PETROPRIX,"CALLE PORTUGAL, 30",Mejorada del Campo,MADRID,40.387889,-3.489083,L-D: 24H,P
13393,PETROPRIX,"AVENIDA FUENTE NUEVA, 18",San Sebastián de los Reyes,MADRID,40.547667,-3.612472,L-D: 24H,P
13394,PETROPRIX,"CALLE ALBAÑILERIA, 5",Gines,SEVILLA,37.380889,-6.081917,L-D: 24H,P
13395,PETROPRIX,"POLIGONO LA GASOLINERA, 51",Salobreña,GRANADA,36.747167,-3.583167,L-D: 24H,P
13396,PETROPRIX,"AVENIDA ANDALUCIA, 183",Dos Hermanas,SEVILLA,37.264111,-5.920167,L-D: 24H,P
13398,AUTOLAVADOS,"CALLE CAMINO HONDO, 62",Marchena,SEVILLA,37.321667,-5.408611,L-S: 06:00-22:00; D: 08:00-22:00,P
13399,REPSOL,"AUTOVIA A42 (ENLACE CTRA TO-2516, PK 0,50) KM. 55",Cabañas de la Sagra,TOLEDO,39.992361,-3.964000,L-D: 24H,P
13401,HAM VILAR DO COLO,"POLIGONO ESTRADA VILAR COLO, S/N",Fene,CORUÑA (A),43.450389,-8.170167,L-D: 24H,P
13402,LUXOIL,"CALLE ESTIBADORES, 38",Lepe,HUELVA,37.247389,-7.198500,L-D: 24H,P
13403,UNIDAD SUMINISTRO COOPERATIVA GANADERA CASTUERA,CARRETERA MONTERRRUBIO KM. S/N,Castuera,BADAJOZ,38.716000,-5.546778,L-D: 24H,P
13405,PETRO G24,"CALLE CALLE COBALT, 190",Hospitalet de Llobregat (L'),BARCELONA,41.354389,2.098556,L-D: 24H,P
13407,VULCO,CARRETERA C-3327 KM. 1,Vera,ALMERÍA,37.237806,-1.854528,L-D: 24H,P
13408,CARBUGAL FUENLABRADA,"CALLE ARGANZA, 5",Fuenlabrada,MADRID,40.270694,-3.748500,L-V: 06:30-22:30; S-D: 08:00-22:00,P
13409,BALLENOIL,"CALLE JULIAN BESTEIRO, 23",Guadalajara,GUADALAJARA,40.632861,-3.182972,L-D: 24H,P
13410,AN ENERGETICOS - CAR CARRION,"AVENIDA MANUELA RIZO, S/N",Carrión de los Condes,PALENCIA,42.331000,-4.603222,L-D: 24H,P
13411,REPSOL,CARRETERA SEVILLA- BRENES S/N PLAN API - DMN - 04 KM. S/N,Sevilla,SEVILLA,37.431972,-5.967361,L-D: 24H,P
13412,BURBUJAS,"CALLE ALABARDERO P.I.EL PILERO, S/N",Carmona,SEVILLA,37.478917,-5.647556,L-D: 24H,P
13413,GASEXPRESS,"CALLE AVILES, 4",Torrevieja,ALICANTE,38.020167,-0.704556,L-D: 24H,P
