id,rotulo,direccion,municipio,provincia,lat,lon,horario,venta
13415,BP EL EJIDO - COOP SANTA MARIA,"CALLE CAMINO DE ADRA S/N ESQUINA CALLE LA PARRA, 0",Ejido (El),ALMERÍA,36.769278,-2.827583,L-D: 24H,P
13416,LOW COST REPOST,"AVENIDA SAN JOSE, 69",Cuarte de Huerva,ZARAGOZA,41.599139,-0.925667,L-D: 24H,P
13417,OIL JCJ,"CALLE MIGUEL URIBE GÓMEZ, 4",Huércal-Overa,ALMERÍA,37.415528,-1.967222,L-D: 24H,P
13418,REPSOL,"CARRETERA CA-603 KM. 0,500",Sanlúcar de Barrameda,CÁDIZ,36.764583,-6.342111,L-D: 06:00-22:00,P
13419,REPSOL,"AUTOVIA GC-1 KM. 12,000",Telde,PALMAS (LAS),27.978944,-15.391583,L-D: 06:00-22:00,P
13420,U.S. TRANSMARAVILLAS,"CARRETERA DEL  CAMPILLO, POL IND EL MULADAR KM. 1,3",Cehegín,MURCIA,38.094972,-1.783028,L-D: 24H,P
13421,BENZINA ALAQUAS,"TRAVESSERA BOVALAR, 82",Alaquàs,VALENCIA / VALÈNCIA,39.447861,-0.469278,L-D: 24H,P
13424,TENGO!!,"CALLE SUIZA, 1",Valdepeñas,CIUDAD REAL,38.763639,-3.412944,L-D: 24H,P
13425,NATURGY,"CARRETERA A-2 KM 47,5 (SALIDA 48). CTRA. MADRID, KM47 KM. 47,5",Alovera,GUADALAJARA,40.595139,-3.225778,L-D: 05:00-23:00,P
13426,NATURGY,CARRETERA DELS PEDRAPIQUERS KM. S/N,Riba-roja de Túria,VALENCIA / VALÈNCIA,39.475861,-0.548250,L-D: 24H,P
13427,NATURGY,"CALLE A-1 KM 342. POL. IND. SUBILLABIDE (SUVILLAVIDE BIDEA), 2",Iruña Oka/Iruña de Oca,ARABA/ÁLAVA,42.824389,-2.770694,L-D: 24H,P
13428,COHORSAN SCA,"CALLE AGUA, 60",Ejido (El),ALMERÍA,36.709667,-2.691417,L-S: 07:00-22:00,P
13429,PETROPRIX POCOMACO,"AVENIDA SEXTA ENSANCHE, 1",Coruña (A),CORUÑA (A),43.331028,-8.428111,L-D: 24H,P
13431,BALLENOIL,"AVINGUDA SEGLE XXI, 79",Sant Boi de Llobregat,BARCELONA,41.321806,2.035472,L-D: 24H,P
13432,PETROLOGIC OIL,"CARRETERA B510 KM. 3,1",Dosrius,BARCELONA,41.592167,2.400528,L-D: 24H,P
13433,BALLENOIL,"AVENIDA VIRGEN DE MONTEMAYOR, 15",Arahal,SEVILLA,37.247056,-5.552722,L-D: 24H,P
13434,CEPSA VALLECAS-LA ATALAYUELA 365,CARRETERA VILLAVERDE A VALLECAS KM. 248,Madrid,MADRID,40.369778,-3.644944,L-D: 24H,P
13435,ARIOSA,"POLIGONO INDUSTRIAL DE CASTROVERDE, 20",Castroverde,LUGO,43.009028,-7.344417,L-S: 09:00-21:00; D: 10:00-20:00,P
13436,MAXPETROL,"CALLE CALVARIO, 18",Aldeamayor de San Martín,VALLADOLID,41.511056,-4.636333,L-D: 24H,P
13437,EUROLOMA,"CARRETERA C3211 KM. 0,300",Caravaca de la Cruz,MURCIA,38.049306,-1.897333,L-V: 08:00-20:00; S: 08:00-15:00,P
13438,LABOIL,"POLIGONO RONDA INDUSTRIA (DE LA), 124",Huesca,HUESCA,42.143639,-0.388833,L-D: 24H,P
13439,GMOIL,"CALLE CORDONERA, 3",Logroño,RIOJA (LA),42.455917,-2.407444,L-D: 24H,P
13442,FRII,"CALLE PACO DE LUCIA, 2",Algeciras,CÁDIZ,36.117361,-5.444889,L-D: 07:00-23:00,P
13444,PETROPRIX,"AVENIDA MARQUES DE LA VALDAVIA, 132",Alcobendas,MADRID,40.546556,-3.651861,L-D: 24H,P
13445,GASEXPRESS,"CALLE MEDICO FEDERICO MARTINEZ PEREZ, 1",Elda,ALICANTE,38.464944,-0.785361,L-D: 24H,P
13448,SARAS ENERGIA,"POLIGONO POLIGONO INDUSTRIAL BRENES-CALLE D-PARCELA 19, 19",Carmona,SEVILLA,37.462056,-5.658750,L-D: 06:00-22:00,P
13449,GASEXPRESS,"AVENIDA GIJÓN, 37",Zaratán,VALLADOLID,41.660944,-4.766556,L-V: 06:00-00:00; S: 09:00-14:00 y 16:00-21:00; D: 10:00-14:00 y 16:00-21:00,P
13450,NATURGY,"CARRETERA ALBACETE, N-320 KM. 72",Motilla del Palancar,CUENCA,39.553778,-1.902944,L-D: 24H,P
13452,NATURGY,CARRETERA DE PARLA A PINTO M-408 KM. S/N,Parla,MADRID,40.240389,-3.753639,L-D: 24H,P
13455,BALLENOIL,"CALLE MIGUEL HERNANDEZ, 35",Aldaia,VALENCIA / VALÈNCIA,39.470389,-0.463583,L-D: 24H,P
13457,AUTOFUEL EXPRESS,"CALLE TAJO, S/N",Dos Hermanas,SEVILLA,37.287806,-5.905750,L-D: 24H,P
13458,BALLENOIL,"CALLE CRUZ DE LAS CARRERAS P9-10-11, 9",Arcos de la Frontera,CÁDIZ,36.754889,-5.821278,L-D: 24H,P
13459,ALCAMPO,"CALLE ARITZ BIDEA, S/N",Mungia,BIZKAIA,43.354389,-2.839833,L-S: 06:00-23:00; D: 08:00-22:20,P
13460,MIRAMAR OIL,"CALLE ISAAC PERAL, 6",Coruña (A),CORUÑA (A),43.357278,-8.420611,L-D: 24H,P
13461,TRAVESA,"CALLE MOTA, 2",Campo de Criptana,CIUDAD REAL,39.398333,-3.118333,L-D: 24H,P
13462,GEDS,"AVENIDA ALEMANIA, 1",Baena,CÓRDOBA,37.622667,-4.314667,L-D: 00:00-23:59,P
13464,PETROSAND,"AVENIDA AVENIDA PAÑEROS, 10",Guillena,SEVILLA,37.545944,-6.054778,L-D: 24H,P
13465,GMOIL,"CALLE BAJOLI ( POLIGONO INDUSTRIAL ARTRUIX ), 39",Mahón,BALEARS (ILLES),39.883917,4.240472,L-D: 24H,P
13466,EASYFUEL,"URBANIZACIÓN PARCELA 2 DEL SUNC-TU 24 ""CAMINO DEL LOBO 1"", 1",Chiclana de la Frontera,CÁDIZ,36.431333,-6.141944,L-D: 24H,P
13469,F21,"CARRETERA LOS MARTINEZ DEL PUERTO, RM F21 KM. 9,5",Torre-Pacheco,MURCIA,37.810056,-1.021583,L: 06:00-22:00,P
13470,NATURGY,"CALLE EBANISTAS, 2",Alcorcón,MADRID,40.342222,-3.805444,L-D: 24H,P
13471,OLIVAR ALTO 24H,"CARRETERA M-506 KM. 36,330",San Martín de la Vega,MADRID,40.222861,-3.609917,L-D: 24H,P
13472,REPSOL,AUTOVIA RUTA DE LA PLATA KM. 790,Guillena,SEVILLA,37.571778,-6.107944,L-D: 24H,P
13473,BALLENOIL,"POLIGONO INDUSTRIAL LA ESTACION, 87",Cartaya,HUELVA,37.289500,-7.141889,L-D: 24H,P
13474,SHELL,"CALLE HORT DE SES ÀNIMES, 23",Palma de Mallorca,BALEARS (ILLES),39.567083,2.685778,L-D: 24H,P
13475,MDIESEL,CARRETERA DE LA CANYA KM. 115,Olot,GIRONA,42.196083,2.499139,L-D: 24H,P
13476,COPISO,"POLIGONO VALCORBA PARC Nº 52, SUR D-13, 52",Soria,SORIA,41.757861,-2.413583,L-D: 24H,P
13479,MOEVE,"AVENIDA DE LOS DOLORES, 3",Murcia,MURCIA,37.976444,-1.112556,L-D: 06:30-22:30,P
13480,GASPLAY,"CARRETERA AB101 KM. 0,2",Roda (La),ALBACETE,39.218389,-2.158028,L-D: 24H,P
13481,GMOIL,"CALLE LLEIDA, 6",Vic,BARCELONA,41.946083,2.264417,L-D: 24H,P
13482,NAFTE,"CALLE CARRETERA DEL AEROPUERTO, 236",Zaragoza,ZARAGOZA,41.661222,-0.953611,L-D: 24H,P
13483,CONFORT AUTO,"CALLE DIESEL, 9",Getafe,MADRID,40.297083,-3.702306,L-V: 06:00-22:00; S: 08:00-13:00,P
13484,PEINADOR,"POLIGONO RUA ANEL DO PERRAL, 21",Mos,PONTEVEDRA,42.189944,-8.625028,L-D: 06:00-23:30,P
13485,YETHI,"CARRETERA AC-840 KM. 52,350",Melide,CORUÑA (A),42.898917,-8.018694,L-D: 24H,P
13486,BONOIL,"CALLE FRANÇA, 42",Franqueses del Vallès (Les),BARCELONA,41.638278,2.281222,L-D: 24H,P
13488,EOIL,"CALLE GASPAR DE TORDESILLAS, 2",Tordesillas,VALLADOLID,41.502944,-5.006611,L-D: 07:30-22:30,P
13489,IDS,"CALLE MAZUOLA, 4",Irun,GIPUZKOA,43.325722,-1.836750,L-D: 24H,P
13490,Q8,"CARRER PERE IV, 544",Barcelona,BARCELONA,41.418083,2.209639,L-D: 24H,P
13491,CEPSA,"ROTONDA GIP5233, SN",Sant Jaume de Llierca,GIRONA,42.220972,2.581611,L-D: 06:00-22:00,P
13492,GASEXPRESS,"AVENIDA BURGOS, 82",Valladolid,VALLADOLID,41.671139,-4.725306,L-V: 06:00-00:00; S: 09:00-14:00 y 16:00-21:00; D: 10:00-14:00 y 16:00-21:00,P
13493,GALP,"AVENIDA CAP DE CAVALLERIA, 14",Mahón,BALEARS (ILLES),39.888806,4.249000,L-D: 24H,P
13494,AUTOIL MASSANASSA,"CARRER CAMI VELL DE L'AZAGADOR, 54",Massanassa,VALENCIA / VALÈNCIA,39.409556,-0.385306,L-D: 24H,P
13495,BALLENOIL,"CALLE VITICULTORES, 3",Bollullos Par del Condado,HUELVA,37.350778,-6.541472,L-D: 24H,P
13498,SHELL,"CALLE HERRADORES, 2",Miajadas,CÁCERES,39.140472,-5.921500,L-D: 24H,P
13499,BP SAN FERNANDO PUERTA DE MADRID 365 I,"CALLE CERRAJEROS, 10",San Fernando de Henares,MADRID,40.441250,-3.501556,L-D: 24H,P
13500,ARRIBIDE,"POLIGONO ARRIANDI, 1",Iurreta,BIZKAIA,43.182722,-2.661250,L-D: 06:30-22:30,P
13503,EROSKI,"BARRIO SAN AGUSTIN, S/N",Elorrio,BIZKAIA,43.130194,-2.562639,L-D: 07:00-19:00,P
13506,REPSOL,"CARRETERA A-1514 KM. 10,5",Manzanera,TERUEL,40.063472,-0.825333,L-D: 08:00-20:00,P
13507,GASEXPRESS,"CALLE ARCA7, S/N",Valladolid,VALLADOLID,41.619694,-4.726417,L-V: 06:00-00:00; S: 09:00-14:00 y 16:00-21:00; D: 10:00-14:00 y 16:00-21:00,P
13508,AN ENERGETICOS - MADRIGAL,"CAMINO BAJORRO, S/N",Madrigal de las Altas Torres,ÁVILA,41.096972,-4.990528,L-D: 24H,P
13509,PETROCAR,"AVENIDA DE PUEBLA, 6",Montijo,BADAJOZ,38.899500,-6.621611,L-D: 24H,P
13511,PETROL & GO (TRES CAMINOS),"AVENIDA MOJARRA, 16",Puerto Real,CÁDIZ,36.469417,-6.173583,L-D: 24H,P
13512,AUTONETOIL,"CARRER RIERA, 48",Alella,BARCELONA,41.488167,2.298194,L-D: 24H,P
13514,LAS PALMERAS,"LUGAR LA CARRERA, S/N",Siero,ASTURIAS,43.387556,-5.667917,L-D: 24H,P
13518,E.S. ALVAMAR,"CARRETERA NIJAR-LA CAÑADA KM. 7,500",Almería,ALMERÍA,36.850889,-2.371972,L-S: 07:00-22:00,P
13519,CARBURANTES GB,"POLIGONO CALLE SIERRA MATASIETE, 8",Codosera (La),BADAJOZ,39.209278,-7.165306,L: 24H,P
13520,AVIA,"CALLE URTEAGA, 28",Bergara,GIPUZKOA,43.107861,-2.406556,L-D: 24H,P
13521,+B ENERGIAS,"AVENIDA EUROPA  EN  SORIA, 28",Soria,SORIA,41.757333,-2.481111,L-D: 24H,P
13522,PETROLAVILA,"PARTIDA TORRES NORTE, 31",Villajoyosa/Vila Joiosa (la),ALICANTE,38.521556,-0.199139,L-D: 24H,P
13523,AVIA,"POLIGONO CORTAFICIO, CALLE A, PARCELA I, 8",Tapia de Casariego,ASTURIAS,43.561861,-6.923111,L-D: 06:00-22:00,P
13524,LA HITA - TORREVIEJA,"AVENIDA ROSA MAZÓN VALERO, SN",Torrevieja,ALICANTE,37.991056,-0.680222,L-D: 24H,P
13525,ALCAMPO,"CALLE DEL CEDRO, 5",Ciempozuelos,MADRID,40.166194,-3.629861,L-S: 06:00-00:00; D: 08:00-00:00,P
13526,FC PETROLEOS,"POLIGONO MANTON DE MANILA CALLE B, 1",Cabra,CÓRDOBA,37.472389,-4.457417,L-D: 24H,P
13527,GPS.MOLINA,CARRETERA CTRA DE ALGUAZAS S/N KM. 04,Molina de Segura,MURCIA,38.054972,-1.223167,L-D: 06:30-22:30,P
13528,MOOVE,"CALLE ASTRONOMIA, 3",Sevilla,SEVILLA,37.426833,-5.975417,L-D: 24H,P
13529,REPSOL,CARRETERA CIRCUNVALACION KM. S/N,Jódar,JAÉN,37.835389,-3.347250,L-D: 06:00-22:00,P
13533,BALLENOIL,"AVENIDA LIBERTAD, 26",Rota,CÁDIZ,36.632750,-6.367250,L-D: 24H,P
13535,LAVAPLUS,CARRETERA DE LA BASE KM. S/N,Torrejón de Ardoz,MADRID,40.478944,-3.436556,L-D: 24H,P
13537,SERVIFACIL,"AVENIDA CERRO DEL RUBAL, 12",Parla,MADRID,40.236639,-3.757111,L-D: 24H,P
13538,EROSKI,"CARRETERA MA-13 A, ESQUINA CAMI AGUA KM. S/N",Binissalem,BALEARS (ILLES),39.686806,2.851556,L-D: 24H,P
13540,GACOSUR MAIRENA,"CARRETERA A392 KM. 19,500",Mairena del Alcor,SEVILLA,37.379667,-5.736167,L-D: 24H,P
13541,YENO,"CAMINO CEBOLLA, 58",Rafelbuñol/Rafelbunyol,VALENCIA / VALÈNCIA,39.586583,-0.323694,L-D: 24H,P
13542,REPSOL,"CARRETERA BARROSA DE LA KM. 1,300",Chiclana de la Frontera,CÁDIZ,36.396639,-6.167917,L-D: 06:00-23:00,P
13543,ESTACIONES GB,"POLIGONO ZANKUETA, 0",Amurrio,ARABA/ÁLAVA,43.044333,-2.989111,L-D: 24H,P
13544,AUTOIL PUZOL,"CALLE TARONGERS, 1",Puçol,VALENCIA / VALÈNCIA,39.625972,-0.303028,L-V: 06:00-22:00; S-D: 09:00-21:00,P
13546,BALLENOIL,CARRETERA BA-20 KM. 1,Badajoz,BADAJOZ,38.883861,-6.932639,L-D: 24H,P
13548,NOIL,"POLIGONO POLIGONO INDUSTRIAL ZALAIN, S-P PARCELA 3/104/2, 104",Bera/Vera de Bidasoa,NAVARRA,43.276611,-1.700306,L-D: 24H,P
13550,SUPECO,"CALLE PRIMERO DE MAYO, S/N, S/N",Vilagarcía de Arousa,PONTEVEDRA,42.595139,-8.751222,L-S: 08:00-22:00,P
13551,FERTIBLEND,CARRETERA NACIONAL 630 KM. 207,San Cristóbal de Entreviñas,ZAMORA,42.057361,-5.634028,L-D: 24H,P
13553,CARREFOUR,"CARRETERA DE GOMBALDA, CV32 KM. 0,5",Massalfassar,VALENCIA / VALÈNCIA,39.553583,-0.303722,L-D: 24H,P
13555,SAN LAZARO,CARRETERA SIERRA (DE LA) KM. 313,Granada,GRANADA,37.162694,-3.557944,L-D: 24H,P
13556,CARREFOUR,"CALLE SIERRA PARQUE SIERRA CASTRIL, S/N",Sevilla,SEVILLA,37.417806,-5.975028,L-D: 24H,P
13558,SHELL,"CAMINO SANTA LLÚCIA, 1",Dénia,ALICANTE,38.834083,0.113222,L-D: 24H,P
13559,GASOLWIN,"POLIGONO SECTOR CASA BALONES 1, 3",Ontinyent,VALENCIA / VALÈNCIA,38.809306,-0.609278,L-D: 24H,P
13560,GONZALEZ CAÑABATE CARBURANTES,"CALLE ARGENTINA (CAÑ), 34",Fines,ALMERÍA,37.363417,-2.266972,L-D: 24H,P
13562,GMOIL,"CALLE VENEZUELA, 10/12",Alcantarilla,MURCIA,37.952889,-1.201639,L-D: 24H,P
13563,AMAT OIL,"CALLE LA CREU TRENCADA, 1",Subirats,BARCELONA,41.426222,1.802556,L-D: 24H,P
13564,GASOLEOS TERUEL,"CALLE POLIGONO AGROINDUSTRIAL, LOTES B1-B9, 1",Bañón,TERUEL,40.833083,-1.196778,L-D: 24H,P
13565,VALCARCE,"POLIGONO MONTES DEL CIERZO, 67",Tudela,NAVARRA,42.121167,-1.675639,L-D: 24H,P
13566,PETROLIA,"AVENIDA DE LA MUSICA, 8",Conil de la Frontera,CÁDIZ,36.284194,-6.084083,L-D: 24H,P
13567,BP LAS SALINAS,"CALLE ALBERT EINSTEIN, 16",Puerto de Santa María (El),CÁDIZ,36.611306,-6.196417,L-D: 24H,P
13568,AVANZA LOW COST,"CALLE MUSICO JOSE TORREGROSA, 33",Alicante/Alacant,ALICANTE,38.383583,-0.489750,L-D: 24H,P
13569,GALP,"AVENIDA JUAN CARLOS I, 68",Capdepera,BALEARS (ILLES),39.703889,3.446389,L-S: 06:00-22:00; D: 07:00-22:00,P
13570,GASEXPRESS,"AVENIDA ZAMORA, 51",Valladolid,VALLADOLID,41.619500,-4.735861,L-V: 06:00-00:00; S: 09:00-14:00 y 16:00-21:00; D: 10:00-14:00 y 16:00-21:00,P
13572,VCC ALICANTE,"AVENIDA NOVELDA, 204",Alicante/Alacant,ALICANTE,38.375972,-0.498972,L-D: 24H,P
13573,GASOLEO EXPRES,"POLIGONO CANASTELL-CALLE TORNO, 11",San Vicente del Raspeig/Sant Vicent del Raspeig,ALICANTE,38.406778,-0.540389,L-V: 06:30-21:00; S: 08:00-20:00; D: 08:00-14:00,P
13574,MAXPETROL,"CALLE MIGUEL PELILLO, 30",Mojados,VALLADOLID,41.433806,-4.666944,L-D: 24H,P
13576,CEPSA,"CALLE E, 12",Móstoles,MADRID,40.308444,-3.873833,L-D: 24H,P
13577,CEPSA,"RUA MIGUEL DE CERVANTES, 44",Foz,LUGO,43.571833,-7.260111,L-D: 07:00-23:00,P
13579,ROSELLO,"CALLE MARGENADORS DELS, 8",Benissa,ALICANTE,38.718611,0.059389,L-S: 08:00-20:00,P
13581,BALLENOIL,"CALLE ESCOFINA, 3",Collado Villalba,MADRID,40.629583,-4.019667,L-D: 24H,P
13583,PETROL & GO,AUTOVIA A-7 KM. 151,Estepona,MÁLAGA,36.407750,-5.189556,L-D: 24H,P
13584,PETROPRIX,"AVENIDA ELCHE, 150",Alicante/Alacant,ALICANTE,38.303611,-0.521389,L-D: 24H,P
13585,PETROPRIX,"AVENIDA NOVELDA, 216",Alicante/Alacant,ALICANTE,38.376944,-0.499722,L-D: 24H,P
13586,PETROPRIX,"RONDA VALL D'UIXO, 52",Elche/Elx,ALICANTE,38.283917,-0.714278,L-D: 24H,P
13587,FUELQUIN,"AVENIDA EJIDO, 12",Quintana de la Serena,BADAJOZ,38.738222,-5.659000,L-D: 24H,P
13588,GALP,"CALLE FUSTER, 35",Pollença,BALEARS (ILLES),39.885639,3.030611,L-D: 06:00-22:00,P
13589,FAMILY ENERGY,"AVENIDA ANDALUCIA, S/N",Puertollano,CIUDAD REAL,38.681083,-4.083917,L-D: 24H,P
13590,BALLENOIL,"AVENIDA DE LOS DESCUBRIMIENTOS, 64",Chiclana de la Frontera,CÁDIZ,36.428444,-6.151083,L-D: 24H,P
13591,REPSOL,"POLIGONO SIERRA DE CAZORLA, S7N",Viator,ALMERÍA,36.883306,-2.420694,L-D: 24H,P
13592,AVIA,"CALLE MEJICO, 17",Alcalá de Henares,MADRID,40.498250,-3.390139,L-D: 05:00-23:00,P
13593,BALLENOIL,"CALLE OCAÑA, 16",Alicante/Alacant,ALICANTE,38.345056,-0.522278,L-D: 24H,P
13594,LAS PALMERAS,"RONDA COMUNIDADES (DE LAS), 107",Valdemoro,MADRID,40.184389,-3.683972,L-D: 24H,P
13595,MARINÉ,"CALLE GUIFRÉ EL PILÓS, 10",Santa Perpètua de Mogoda,BARCELONA,41.538750,2.164111,L-D: 24H,P
13596,CARREFOUR,"CARRETERA BARACALDO, VALLE DE TRÁPAGA, POL IND. IBARZAGARRA KM. S/N",Sestao,BIZKAIA,43.299861,-3.004833,L-S: 07:00-21:30; D: 09:00-15:00,P
13597,VIBE CARBURANTES,"CALLE ESPARTEROS, 2",Lepe,HUELVA,37.249694,-7.198861,L-D: 24H,P
13598,AVANZA OIL PAMPLONA,"POLIGONO LANDABEN, CALLE F, 2",Pamplona/Iruña,NAVARRA,42.814028,-1.684528,L-D: 24H,P
13599,COOP SILLA,"AVENIDA ALICANTE, 26",Silla,VALENCIA / VALÈNCIA,39.371250,-0.408306,L-D: 24H,P
13601,LOW COST LA MOVIL,"POLIGONO POLIGONO INDUSTRIAL MATALLANA C/ CARRETERIA, 3",Lora del Río,SEVILLA,37.651778,-5.548361,L-D: 24H,P
13602,CARREFOUR,"AVENIDA CARDENAL ROSELL,, S/N",Palma de Mallorca,BALEARS (ILLES),39.552167,2.704222,L-S: 08:00-22:00; D: 09:00-21:00,P
13603,T9,"CALLE MORALEJA DE ENMEDIO, 6",Móstoles,MADRID,40.313778,-3.868750,L-D: 24H,P
13604,GMOIL,"CALLE VILMA-C.BEAZA, S/N",Cartagena,MURCIA,37.628000,-0.950611,L-D: 24H,P
13605,CLC CALIDAD LOW COST,"CALLE ALFRED NOBEL, 9",Puerto de Santa María (El),CÁDIZ,36.606778,-6.200583,L-D: 24H,P
13606,EROSKI,"BARRIO BRAZOMAR, S/N",Castro-Urdiales,CANTABRIA,43.366833,-3.218778,L-D: 24H,P
13607,LLORSOIL- E. S. VALVERDE,"CALLE FRESNO, 72",Valverde del Majano,SEGOVIA,40.957750,-4.200139,L-D: 24H,P
13608,EROSKI,CARRETERA N-VI KM. 303,Bañeza (La),LEÓN,42.305722,-5.903250,L-D: 24H,P
13609,Q8 EASY,"AVENIDA BLANCA PALOMA, S/N",Coria del Río,SEVILLA,37.282389,-6.061944,L-D: 24H,P
13610,VALLIWASH-PETROMIRALLES,"CALLE MAJOR, 12",Vallirana,BARCELONA,41.389083,1.944667,L-V: 06:00-23:00; S: 07:00-23:00; D: 07:30-23:00,P
13611,ESCLATOIL,"AVENIDA MIQUEL MARTÍ I POL, S/N",Roda de Ter,BARCELONA,41.988139,2.308472,L-D: 24H,P
13613,BALLENOIL,"AVENIDA PALOMARES, 104",Coria del Río,SEVILLA,37.295861,-6.053139,L-D: 24H,P
13614,BONAREA,"AVENIDA BARCELONA, 26",Tàrrega,LLEIDA,41.652472,1.149694,L-D: 24H,P
13615,GHC SORIA,"POLIGONO POLIGONO INDUSTRIAL LA MALITA-PARC. 15 Y 32, 167",Arcos de Jalón,SORIA,41.214861,-2.292056,L-V: 24H; S-D: 00:00-16:00,P
13619,BEROIL,"CARRETERA NACIONAL 1 PARCELA 402 KM. 116,7",Boceguillas,SEGOVIA,41.329417,-3.633667,L-D: 24H,P
13620,CEPSA,"POLIGONO CAMPOLLANO, 55",Albacete,ALBACETE,39.015444,-1.871361,L-V: 05:30-23:00; S: 06:30-22:30; D: 07:30-21:00,P
13621,SHELL,"GLORIETA JOSE LUIS FERNANDEZ DEL AMO, SN",Madrid,MADRID,40.485139,-3.642806,L-D: 06:00-00:00,P
13622,GASLOWCOST,CARRETERA N110 KM. 280,Torre (La),ÁVILA,40.592361,-4.966528,L-D: 24H,P
13623,TAMOIL,"AVENIDA RONDA MAR, 24",Vilafranca del Penedès,BARCELONA,41.334722,1.700083,L-D: 24H,P
13627,GASEXPRESS,"AVENIDA DE LOS NARCISOS, 6",Murcia,MURCIA,38.055083,-1.069750,L-D: 24H,P
13628,E. LECLERC,"CALLE ARROBIA KALEA, S/N",Zizur Mayor/Zizur Nagusia,NAVARRA,42.787028,-1.698306,L-D: 24H,P
13629,AUTOIL PICASSENT,"AVINGUDA PEÑES MALES, 12",Picassent,VALENCIA / VALÈNCIA,39.364333,-0.471972,L-D: 24H,P
13630,BP PAGAN,"AVENIDA CICLISTA MARIANO ROJAS, ESQ. AVDA. DR. PEDRO GUILLEN, S/N",Murcia,MURCIA,38.002250,-1.147861,L-D: 24H,P
13631,PETROPRIX,"CALLE CINCEL (DEL), 2",Rivas-Vaciamadrid,MADRID,40.348611,-3.543056,L-D: 24H,P
13632,LOWCOST BENAGUACIL,"CALLE FRAY LUIS AMIGO, 38",Benaguasil,VALENCIA / VALÈNCIA,39.599361,-0.582667,L-D: 24H,P
13633,PETROPRIX,"CALLE CONSTITUCION (DE LA), 100",Fuenlabrada,MADRID,40.280167,-3.782417,L-D: 24H,P
13634,PETROPRIX,"AVENIDA ALICANTE, S/N",Murcia,MURCIA,38.047139,-1.086639,L-D: 24H,P
13635,PETROPRIX,"AVENIDA MAR, 105",Narón,CORUÑA (A),43.490167,-8.196972,L-D: 24H,P
13638,BEROIL,"POLIGONO POLIGONO INDUSTRIAL PARCELA 9A, 9",Valle de Mena,BURGOS,43.158583,-3.235833,L-D: 24H,P
13639,GMOIL,"CALLE CHARFA ESQUINA AVENIDA LAS PALMITAS, S/N",Adeje,SANTA CRUZ DE TENERIFE,28.119250,-16.739528,L-S: 07:00-22:00; D: 09:00-16:00,P
13640,VALLFOGONINA,"CARRER PAU CASALS, 2",Vallfogona de Balaguer,LLEIDA,41.751500,0.815583,L-D: 24H,P
13641,GALP,"CALLE HERMAN HESSE, 5",Málaga,MÁLAGA,36.687944,-4.471028,L-V: 06:00-22:00; S: 08:00-22:00; D: 08:00-15:00,P
13643,ATUNOIL,"CALLE UE SECTOR ST-1, 13",Llíria,VALENCIA / VALÈNCIA,39.620639,-0.585806,L-D: 24H,P
13645,TAMOIL,"CALLE JOSEFA ANIORTE, 27",Rojales,ALICANTE,38.086778,-0.712583,L-D: 24H,P
13646,BALLENOIL,"AVENIDA DE LAS CORTES VALENCIANAS, SN",Torrevieja,ALICANTE,37.993528,-0.673667,L-D: 24H,P
13648,E.S. PLUSOIL,"CALLE PANAMA, 5",Elche/Elx,ALICANTE,38.261528,-0.718056,L-D: 24H,P
13649,GASOLINERAS HT,CARRETERA VALDEPEÑAS KM. 12,Miguelturra,CIUDAD REAL,38.965667,-3.896333,L-D: 24H,P
13650,PETROL MÓSTOLES,"CALLE TORRES QUEVEDO, 6",Móstoles,MADRID,40.317194,-3.847500,L-D: 24H,P
13651,PETROMIRALLES BERA,"CALLE ZALAIN, 18",Bera/Vera de Bidasoa,NAVARRA,43.276444,-1.700889,L-D: 24H,P
13653,SHELL,"AVENIDA FRANCISCO JAVIER SAENZ DE OIZA, ESQUINA GLORIETA JUAN DE HARO, 5",Madrid,MADRID,40.497972,-3.626444,L-D: 06:00-00:00,P
13654,GALP,"CALLE COSTERA DE LA, 19",Tavernes de la Valldigna,VALENCIA / VALÈNCIA,39.067028,-0.274583,L-D: 24H,P
13655,BALLENOIL,"CALLE ALBASANZ, 69",Madrid,MADRID,40.438944,-3.622389,L-D: 24H,P
13659,HAFESA OIL,"AVENIDA DE LOS ESTUDIANTES, 70",Valdepeñas,CIUDAD REAL,38.770972,-3.393889,L-D: 24H,P
13661,GAFISUR PALMONES,"POLIGONO P.I.MARISMAS DE PALMONES C/ MAR CANTABRICO PARCELA IT 2.12, 2,12",Barrios (Los),CÁDIZ,36.184806,-5.430028,L-D: 24H,P
13662,LA HITA-PINATAR PARK,CARRETERA SAN PEDRO DEL PINATAR A SAN JAVIER KM. SN,San Pedro del Pinatar,MURCIA,37.823639,-0.809250,L-D: 24H,P
13663,BP KM 13 CRUCE ARINAGA,"CALLE FRESADORA, S/N",Agüimes,PALMAS (LAS),27.874889,-15.423194,L-S: 06:00-23:00; D: 07:00-23:00,P
13664,BP SAN FERNANDO PUERTA DE MADRID 365 II,"CALLE CERRAJEROS (DE LOS), 10",San Fernando de Henares,MADRID,40.441278,-3.501139,L-D: 24H,P
13666,MOEVE,"AVENIDA DE LA ESTACION, S/N",Chipiona,CÁDIZ,36.736083,-6.422417,L-D: 07:00-23:00,P
13667,GASEXPRESS,"AVENIDA DIPUTACION, 35",Calpe/Calp,ALICANTE,38.646306,0.041750,L-D: 24H,P
